"","State","Industry","Code","Month","Change"
"1109","Virginia","Professional and business services","VA","Mar",-3
"1110","Washington","Professional and business services","WA","Mar",0
"1111","West Virginia","Professional and business services","WV","Mar",0
"1112","Wisconsin","Professional and business services","WI","Mar",-9
"1113","Wyoming","Professional and business services","WY","Mar",-1
"1114","Alabama","Professional and business services","AL","Apr",-32
"1115","Alaska","Professional and business services","AK","Apr",-2
"1116","Arizona","Professional and business services","AZ","Apr",-32
"1117","Arkansas","Professional and business services","AR","Apr",-11
"1118","California","Professional and business services","CA","Apr",-243
"1119","Colorado","Professional and business services","CO","Apr",-28
"1120","Connecticut","Professional and business services","CT","Apr",-26
"1121","Delaware","Professional and business services","DE","Apr",-9
"1122","District of Columbia","Professional and business services","DC","Apr",-5
"1123","Florida","Professional and business services","FL","Apr",-127
"1124","Georgia","Professional and business services","GA","Apr",-72
"1125","Hawaii","Professional and business services","HI","Apr",-6
"1126","Idaho","Professional and business services","ID","Apr",-6
"1127","Illinois","Professional and business services","IL","Apr",-93
"1128","Indiana","Professional and business services","IN","Apr",-40
"1129","Iowa","Professional and business services","IA","Apr",-14
"1130","Kansas","Professional and business services","KS","Apr",-11
"1131","Kentucky","Professional and business services","KY","Apr",-36
"1132","Louisiana","Professional and business services","LA","Apr",-17
"1133","Maine","Professional and business services","ME","Apr",-5
"1134","Maryland","Professional and business services","MD","Apr",-41
"1135","Massachusetts","Professional and business services","MA","Apr",-46
"1136","Michigan","Professional and business services","MI","Apr",-143
"1137","Minnesota","Professional and business services","MN","Apr",-26
"1138","Mississippi","Professional and business services","MS","Apr",-12
"1139","Missouri","Professional and business services","MO","Apr",-30
"1140","Montana","Professional and business services","MT","Apr",-3
"1141","Nebraska","Professional and business services","NE","Apr",-8
"1142","Nevada","Professional and business services","NV","Apr",-39
"1143","New Hampshire","Professional and business services","NH","Apr",-8
"1144","New Jersey","Professional and business services","NJ","Apr",-90
"1145","New Mexico","Professional and business services","NM","Apr",-6
"1146","New York","Professional and business services","NY","Apr",-212
"1147","North Carolina","Professional and business services","NC","Apr",-55
"1148","North Dakota","Professional and business services","ND","Apr",-1
"1149","Ohio","Professional and business services","OH","Apr",-101
"1150","Oklahoma","Professional and business services","OK","Apr",-21
"1151","Oregon","Professional and business services","OR","Apr",-19
"1152","Pennsylvania","Professional and business services","PA","Apr",-76
"1153","Puerto Rico","Professional and business services",NA,"Apr",-12
"1154","Rhode Island","Professional and business services","RI","Apr",-10
"1155","South Carolina","Professional and business services","SC","Apr",-41
"1156","South Dakota","Professional and business services","SD","Apr",-1
"1157","Tennessee","Professional and business services","TN","Apr",-47
"1158","Texas","Professional and business services","TX","Apr",-149
"1159","Utah","Professional and business services","UT","Apr",-9
"1160","Vermont","Professional and business services","VT","Apr",-5
"1161","Virgin Islands","Professional and business services",NA,"Apr",NA
"1162","Virginia","Professional and business services","VA","Apr",-44
"1163","Washington","Professional and business services","WA","Apr",-36
"1164","West Virginia","Professional and business services","WV","Apr",-5
"1165","Wisconsin","Professional and business services","WI","Apr",-31
"1166","Wyoming","Professional and business services","WY","Apr",0
"1167","Alabama","Professional and business services","AL","May",4
"1168","Alaska","Professional and business services","AK","May",1
"1169","Arizona","Professional and business services","AZ","May",0
"1170","Arkansas","Professional and business services","AR","May",2
"1171","California","Professional and business services","CA","May",28
"1172","Colorado","Professional and business services","CO","May",8
"1173","Connecticut","Professional and business services","CT","May",2
"1174","Delaware","Professional and business services","DE","May",2
"1175","District of Columbia","Professional and business services","DC","May",-3
"1176","Florida","Professional and business services","FL","May",9
"1177","Georgia","Professional and business services","GA","May",19
"1178","Hawaii","Professional and business services","HI","May",-2
"1179","Idaho","Professional and business services","ID","May",1
"1180","Illinois","Professional and business services","IL","May",24
"1181","Indiana","Professional and business services","IN","May",6
"1182","Iowa","Professional and business services","IA","May",3
"1183","Kansas","Professional and business services","KS","May",2
"1184","Kentucky","Professional and business services","KY","May",-8
"1185","Louisiana","Professional and business services","LA","May",2
"1186","Maine","Professional and business services","ME","May",2
"1187","Maryland","Professional and business services","MD","May",7
"1188","Massachusetts","Professional and business services","MA","May",4
"1189","Michigan","Professional and business services","MI","May",19
"1190","Minnesota","Professional and business services","MN","May",7
"1191","Mississippi","Professional and business services","MS","May",4
"1192","Missouri","Professional and business services","MO","May",-1
"1193","Montana","Professional and business services","MT","May",1
"1194","Nebraska","Professional and business services","NE","May",0
"1195","Nevada","Professional and business services","NV","May",-3
"1196","New Hampshire","Professional and business services","NH","May",0
"1197","New Jersey","Professional and business services","NJ","May",9
"1198","New Mexico","Professional and business services","NM","May",-2
"1199","New York","Professional and business services","NY","May",-1
"1200","North Carolina","Professional and business services","NC","May",12
"1201","North Dakota","Professional and business services","ND","May",0
"1202","Ohio","Professional and business services","OH","May",15
"1203","Oklahoma","Professional and business services","OK","May",6
"1204","Oregon","Professional and business services","OR","May",0
"1205","Pennsylvania","Professional and business services","PA","May",-4
"1206","Puerto Rico","Professional and business services",NA,"May",-5
"1207","Rhode Island","Professional and business services","RI","May",3
"1208","South Carolina","Professional and business services","SC","May",5
"1209","South Dakota","Professional and business services","SD","May",0
"1210","Tennessee","Professional and business services","TN","May",4
"1211","Texas","Professional and business services","TX","May",24
"1212","Utah","Professional and business services","UT","May",-2
"1213","Vermont","Professional and business services","VT","May",2
"1214","Virgin Islands","Professional and business services",NA,"May",NA
"1215","Virginia","Professional and business services","VA","May",6
"1216","Washington","Professional and business services","WA","May",8
"1217","West Virginia","Professional and business services","WV","May",0
"1218","Wisconsin","Professional and business services","WI","May",-1
"1219","Wyoming","Professional and business services","WY","May",0
"1220","Alabama","Professional and business services","AL","Jun",6
"1221","Alaska","Professional and business services","AK","Jun",0
"1222","Arizona","Professional and business services","AZ","Jun",4
"1223","Arkansas","Professional and business services","AR","Jun",3
"1224","California","Professional and business services","CA","Jun",31
"1225","Colorado","Professional and business services","CO","Jun",4
"1226","Connecticut","Professional and business services","CT","Jun",1
"1227","Delaware","Professional and business services","DE","Jun",1
"1228","District of Columbia","Professional and business services","DC","Jun",-2
"1229","Florida","Professional and business services","FL","Jun",23
"1230","Georgia","Professional and business services","GA","Jun",15
"1231","Hawaii","Professional and business services","HI","Jun",2
"1232","Idaho","Professional and business services","ID","Jun",1
"1233","Illinois","Professional and business services","IL","Jun",9
"1234","Indiana","Professional and business services","IN","Jun",14
"1235","Iowa","Professional and business services","IA","Jun",2
"1236","Kansas","Professional and business services","KS","Jun",4
"1237","Kentucky","Professional and business services","KY","Jun",8
"1238","Louisiana","Professional and business services","LA","Jun",6
"1239","Maine","Professional and business services","ME","Jun",1
"1240","Maryland","Professional and business services","MD","Jun",1
"1241","Massachusetts","Professional and business services","MA","Jun",8
"1242","Michigan","Professional and business services","MI","Jun",33
"1243","Minnesota","Professional and business services","MN","Jun",4
"1244","Mississippi","Professional and business services","MS","Jun",4
"1245","Missouri","Professional and business services","MO","Jun",4
"1246","Montana","Professional and business services","MT","Jun",0
"1247","Nebraska","Professional and business services","NE","Jun",0
"1248","Nevada","Professional and business services","NV","Jun",10
"1249","New Hampshire","Professional and business services","NH","Jun",0
"1250","New Jersey","Professional and business services","NJ","Jun",7
"1251","New Mexico","Professional and business services","NM","Jun",1
"1252","New York","Professional and business services","NY","Jun",14
"1253","North Carolina","Professional and business services","NC","Jun",11
"1254","North Dakota","Professional and business services","ND","Jun",0
"1255","Ohio","Professional and business services","OH","Jun",10
"1256","Oklahoma","Professional and business services","OK","Jun",4
"1257","Oregon","Professional and business services","OR","Jun",2
"1258","Pennsylvania","Professional and business services","PA","Jun",14
"1259","Puerto Rico","Professional and business services",NA,"Jun",1
"1260","Rhode Island","Professional and business services","RI","Jun",1
"1261","South Carolina","Professional and business services","SC","Jun",14
"1262","South Dakota","Professional and business services","SD","Jun",0
"1263","Tennessee","Professional and business services","TN","Jun",8
"1264","Texas","Professional and business services","TX","Jun",17
"1265","Utah","Professional and business services","UT","Jun",0
"1266","Vermont","Professional and business services","VT","Jun",0
"1267","Virgin Islands","Professional and business services",NA,"Jun",NA
"1268","Virginia","Professional and business services","VA","Jun",2
"1269","Washington","Professional and business services","WA","Jun",5
"1270","West Virginia","Professional and business services","WV","Jun",1
"1271","Wisconsin","Professional and business services","WI","Jun",8
"1272","Wyoming","Professional and business services","WY","Jun",0
"1273","Alabama","Professional and business services","AL","Jul",1
"1274","Alaska","Professional and business services","AK","Jul",-1
"1275","Arizona","Professional and business services","AZ","Jul",-1
"1276","Arkansas","Professional and business services","AR","Jul",0
"1277","California","Professional and business services","CA","Jul",22
"1278","Colorado","Professional and business services","CO","Jul",3
"1279","Connecticut","Professional and business services","CT","Jul",5
"1280","Delaware","Professional and business services","DE","Jul",-1
"1281","District of Columbia","Professional and business services","DC","Jul",1
"1282","Florida","Professional and business services","FL","Jul",19
"1283","Georgia","Professional and business services","GA","Jul",4
"1284","Hawaii","Professional and business services","HI","Jul",-1
"1285","Idaho","Professional and business services","ID","Jul",1
"1286","Illinois","Professional and business services","IL","Jul",7
"1287","Indiana","Professional and business services","IN","Jul",14
"1288","Iowa","Professional and business services","IA","Jul",4
"1289","Kansas","Professional and business services","KS","Jul",1
"1290","Kentucky","Professional and business services","KY","Jul",1
"1291","Louisiana","Professional and business services","LA","Jul",-5
"1292","Maine","Professional and business services","ME","Jul",-1
"1293","Maryland","Professional and business services","MD","Jul",-3
"1294","Massachusetts","Professional and business services","MA","Jul",-4
"1295","Michigan","Professional and business services","MI","Jul",24
"1296","Minnesota","Professional and business services","MN","Jul",-1
"1297","Mississippi","Professional and business services","MS","Jul",3
"1298","Missouri","Professional and business services","MO","Jul",5
"1299","Montana","Professional and business services","MT","Jul",-1
"1300","Nebraska","Professional and business services","NE","Jul",2
"1301","Nevada","Professional and business services","NV","Jul",2
"1302","New Hampshire","Professional and business services","NH","Jul",0
"1303","New Jersey","Professional and business services","NJ","Jul",18
"1304","New Mexico","Professional and business services","NM","Jul",-1
"1305","New York","Professional and business services","NY","Jul",9
"1306","North Carolina","Professional and business services","NC","Jul",5
"1307","North Dakota","Professional and business services","ND","Jul",0
"1308","Ohio","Professional and business services","OH","Jul",15
"1309","Oklahoma","Professional and business services","OK","Jul",-2
"1310","Oregon","Professional and business services","OR","Jul",2
"1311","Pennsylvania","Professional and business services","PA","Jul",6
"1312","Puerto Rico","Professional and business services",NA,"Jul",3
"1313","Rhode Island","Professional and business services","RI","Jul",0
"1314","South Carolina","Professional and business services","SC","Jul",5
"1315","South Dakota","Professional and business services","SD","Jul",0
"1316","Tennessee","Professional and business services","TN","Jul",6
"1317","Texas","Professional and business services","TX","Jul",19
"1318","Utah","Professional and business services","UT","Jul",3
"1319","Vermont","Professional and business services","VT","Jul",1
"1320","Virgin Islands","Professional and business services",NA,"Jul",NA
"1321","Virginia","Professional and business services","VA","Jul",-6
"1322","Washington","Professional and business services","WA","Jul",8
"1323","West Virginia","Professional and business services","WV","Jul",0
"1324","Wisconsin","Professional and business services","WI","Jul",2
"1325","Wyoming","Professional and business services","WY","Jul",0
"1326","Alabama","Education and health services","AL","Mar",-3
"1327","Alaska","Education and health services","AK","Mar",-1
"1328","Arizona","Education and health services","AZ","Mar",-3
"1329","Arkansas","Education and health services","AR","Mar",-4
"1330","California","Education and health services","CA","Mar",-26
"1331","Colorado","Education and health services","CO","Mar",-3
"1332","Connecticut","Education and health services","CT","Mar",-5
"1333","Delaware","Education and health services","DE","Mar",-1
"1334","District of Columbia","Education and health services","DC","Mar",-1
"1335","Florida","Education and health services","FL","Mar",-6
"1336","Georgia","Education and health services","GA","Mar",-4
"1337","Hawaii","Education and health services","HI","Mar",0
"1338","Idaho","Education and health services","ID","Mar",-2
"1339","Illinois","Education and health services","IL","Mar",-4
"1340","Indiana","Education and health services","IN","Mar",-2
"1341","Iowa","Education and health services","IA","Mar",-1
"1342","Kansas","Education and health services","KS","Mar",-2
"1343","Kentucky","Education and health services","KY","Mar",-1
"1344","Louisiana","Education and health services","LA","Mar",-9
"1345","Maine","Education and health services","ME","Mar",-1
"1346","Maryland","Education and health services","MD","Mar",-2
"1347","Massachusetts","Education and health services","MA","Mar",-7
"1348","Michigan","Education and health services","MI","Mar",-8
"1349","Minnesota","Education and health services","MN","Mar",-4
"1350","Mississippi","Education and health services","MS","Mar",-1
"1351","Missouri","Education and health services","MO","Mar",-4
"1352","Montana","Education and health services","MT","Mar",-1
"1353","Nebraska","Education and health services","NE","Mar",0
"1354","Nevada","Education and health services","NV","Mar",-1
"1355","New Hampshire","Education and health services","NH","Mar",-2
"1356","New Jersey","Education and health services","NJ","Mar",-10
"1357","New Mexico","Education and health services","NM","Mar",-1
"1358","New York","Education and health services","NY","Mar",-20
"1359","North Carolina","Education and health services","NC","Mar",-4
"1360","North Dakota","Education and health services","ND","Mar",0
"1361","Ohio","Education and health services","OH","Mar",-8
"1362","Oklahoma","Education and health services","OK","Mar",-1
"1363","Oregon","Education and health services","OR","Mar",-2
"1364","Pennsylvania","Education and health services","PA","Mar",-16
"1365","Puerto Rico","Education and health services",NA,"Mar",-1
"1366","Rhode Island","Education and health services","RI","Mar",-3
"1367","South Carolina","Education and health services","SC","Mar",-2
"1368","South Dakota","Education and health services","SD","Mar",-1
"1369","Tennessee","Education and health services","TN","Mar",-2
"1370","Texas","Education and health services","TX","Mar",-8
"1371","Utah","Education and health services","UT","Mar",1
"1372","Vermont","Education and health services","VT","Mar",0
"1373","Virgin Islands","Education and health services",NA,"Mar",0
"1374","Virginia","Education and health services","VA","Mar",-7
"1375","Washington","Education and health services","WA","Mar",0
"1376","West Virginia","Education and health services","WV","Mar",-1
"1377","Wisconsin","Education and health services","WI","Mar",-3
"1378","Wyoming","Education and health services","WY","Mar",0
"1379","Alabama","Education and health services","AL","Apr",-27
"1380","Alaska","Education and health services","AK","Apr",-4
"1381","Arizona","Education and health services","AZ","Apr",-36
"1382","Arkansas","Education and health services","AR","Apr",-19
"1383","California","Education and health services","CA","Apr",-280
"1384","Colorado","Education and health services","CO","Apr",-44
"1385","Connecticut","Education and health services","CT","Apr",-45
"1386","Delaware","Education and health services","DE","Apr",-13
"1387","District of Columbia","Education and health services","DC","Apr",-8
"1388","Florida","Education and health services","FL","Apr",-117
"1389","Georgia","Education and health services","GA","Apr",-52
"1390","Hawaii","Education and health services","HI","Apr",-5
"1391","Idaho","Education and health services","ID","Apr",-14
"1392","Illinois","Education and health services","IL","Apr",-87
"1393","Indiana","Education and health services","IN","Apr",-54
"1394","Iowa","Education and health services","IA","Apr",-18
"1395","Kansas","Education and health services","KS","Apr",-20
"1396","Kentucky","Education and health services","KY","Apr",-36
"1397","Louisiana","Education and health services","LA","Apr",-29
"1398","Maine","Education and health services","ME","Apr",-18
"1399","Maryland","Education and health services","MD","Apr",-51
"1400","Massachusetts","Education and health services","MA","Apr",-85
"1401","Michigan","Education and health services","MI","Apr",-109
"1402","Minnesota","Education and health services","MN","Apr",-54
"1403","Mississippi","Education and health services","MS","Apr",-14
"1404","Missouri","Education and health services","MO","Apr",-19
"1405","Montana","Education and health services","MT","Apr",-6
"1406","Nebraska","Education and health services","NE","Apr",-10
"1407","Nevada","Education and health services","NV","Apr",-16
"1408","New Hampshire","Education and health services","NH","Apr",-13
"1409","New Jersey","Education and health services","NJ","Apr",-113
"1410","New Mexico","Education and health services","NM","Apr",-13
"1411","New York","Education and health services","NY","Apr",-243
"1412","North Carolina","Education and health services","NC","Apr",-63
"1413","North Dakota","Education and health services","ND","Apr",-4
"1414","Ohio","Education and health services","OH","Apr",-99
"1415","Oklahoma","Education and health services","OK","Apr",-11
"1416","Oregon","Education and health services","OR","Apr",-31
"1417","Pennsylvania","Education and health services","PA","Apr",-146
"1418","Puerto Rico","Education and health services",NA,"Apr",-5
"1419","Rhode Island","Education and health services","RI","Apr",-17
"1420","South Carolina","Education and health services","SC","Apr",-29
"1421","South Dakota","Education and health services","SD","Apr",-4
"1422","Tennessee","Education and health services","TN","Apr",-35
"1423","Texas","Education and health services","TX","Apr",-163
"1424","Utah","Education and health services","UT","Apr",-14
"1425","Vermont","Education and health services","VT","Apr",-9
"1426","Virgin Islands","Education and health services",NA,"Apr",0
"1427","Virginia","Education and health services","VA","Apr",-57
"1428","Washington","Education and health services","WA","Apr",-67
"1429","West Virginia","Education and health services","WV","Apr",-12
"1430","Wisconsin","Education and health services","WI","Apr",-56
"1431","Wyoming","Education and health services","WY","Apr",-2
"1432","Alabama","Education and health services","AL","May",7
"1433","Alaska","Education and health services","AK","May",-1
"1434","Arizona","Education and health services","AZ","May",3
"1435","Arkansas","Education and health services","AR","May",6
"1436","California","Education and health services","CA","May",22
"1437","Colorado","Education and health services","CO","May",20
"1438","Connecticut","Education and health services","CT","May",6
"1439","Delaware","Education and health services","DE","May",2
"1440","District of Columbia","Education and health services","DC","May",1
"1441","Florida","Education and health services","FL","May",33
"1442","Georgia","Education and health services","GA","May",12
"1443","Hawaii","Education and health services","HI","May",0
"1444","Idaho","Education and health services","ID","May",8
"1445","Illinois","Education and health services","IL","May",-5
"1446","Indiana","Education and health services","IN","May",9
"1447","Iowa","Education and health services","IA","May",-4
"1448","Kansas","Education and health services","KS","May",5
"1449","Kentucky","Education and health services","KY","May",2
"1450","Louisiana","Education and health services","LA","May",7
"1451","Maine","Education and health services","ME","May",1
"1452","Maryland","Education and health services","MD","May",4
"1453","Massachusetts","Education and health services","MA","May",-6
"1454","Michigan","Education and health services","MI","May",12
"1455","Minnesota","Education and health services","MN","May",1
"1456","Mississippi","Education and health services","MS","May",1
"1457","Missouri","Education and health services","MO","May",3
"1458","Montana","Education and health services","MT","May",1
"1459","Nebraska","Education and health services","NE","May",2
"1460","Nevada","Education and health services","NV","May",0
"1461","New Hampshire","Education and health services","NH","May",2
"1462","New Jersey","Education and health services","NJ","May",-5
"1463","New Mexico","Education and health services","NM","May",2
"1464","New York","Education and health services","NY","May",-2
"1465","North Carolina","Education and health services","NC","May",12
"1466","North Dakota","Education and health services","ND","May",1
"1467","Ohio","Education and health services","OH","May",3
"1468","Oklahoma","Education and health services","OK","May",-1
"1469","Oregon","Education and health services","OR","May",8
"1470","Pennsylvania","Education and health services","PA","May",8
"1471","Puerto Rico","Education and health services",NA,"May",-2
"1472","Rhode Island","Education and health services","RI","May",2
"1473","South Carolina","Education and health services","SC","May",9
"1474","South Dakota","Education and health services","SD","May",-1
"1475","Tennessee","Education and health services","TN","May",7
"1476","Texas","Education and health services","TX","May",39
"1477","Utah","Education and health services","UT","May",3
"1478","Vermont","Education and health services","VT","May",2
"1479","Virgin Islands","Education and health services",NA,"May",0
"1480","Virginia","Education and health services","VA","May",3
"1481","Washington","Education and health services","WA","May",6
"1482","West Virginia","Education and health services","WV","May",2
"1483","Wisconsin","Education and health services","WI","May",9
"1484","Wyoming","Education and health services","WY","May",1
"1485","Alabama","Education and health services","AL","Jun",4
"1486","Alaska","Education and health services","AK","Jun",2
"1487","Arizona","Education and health services","AZ","Jun",15
"1488","Arkansas","Education and health services","AR","Jun",1
"1489","California","Education and health services","CA","Jun",84
"1490","Colorado","Education and health services","CO","Jun",0
"1491","Connecticut","Education and health services","CT","Jun",16
"1492","Delaware","Education and health services","DE","Jun",2
"1493","District of Columbia","Education and health services","DC","Jun",1
"1494","Florida","Education and health services","FL","Jun",20
"1495","Georgia","Education and health services","GA","Jun",14
"1496","Hawaii","Education and health services","HI","Jun",-1
"1497","Idaho","Education and health services","ID","Jun",2
"1498","Illinois","Education and health services","IL","Jun",24
"1499","Indiana","Education and health services","IN","Jun",16
"1500","Iowa","Education and health services","IA","Jun",9
"1501","Kansas","Education and health services","KS","Jun",4
"1502","Kentucky","Education and health services","KY","Jun",11
"1503","Louisiana","Education and health services","LA","Jun",6
"1504","Maine","Education and health services","ME","Jun",6
"1505","Maryland","Education and health services","MD","Jun",8
"1506","Massachusetts","Education and health services","MA","Jun",6
"1507","Michigan","Education and health services","MI","Jun",36
"1508","Minnesota","Education and health services","MN","Jun",17
"1509","Mississippi","Education and health services","MS","Jun",5
"1510","Missouri","Education and health services","MO","Jun",-3
"1511","Montana","Education and health services","MT","Jun",3
"1512","Nebraska","Education and health services","NE","Jun",2
"1513","Nevada","Education and health services","NV","Jun",1
"1514","New Hampshire","Education and health services","NH","Jun",9
"1515","New Jersey","Education and health services","NJ","Jun",33
"1516","New Mexico","Education and health services","NM","Jun",4
"1517","New York","Education and health services","NY","Jun",56
"1518","North Carolina","Education and health services","NC","Jun",19
"1519","North Dakota","Education and health services","ND","Jun",0
"1520","Ohio","Education and health services","OH","Jun",28
"1521","Oklahoma","Education and health services","OK","Jun",1
"1522","Oregon","Education and health services","OR","Jun",8
"1523","Pennsylvania","Education and health services","PA","Jun",55
"1524","Puerto Rico","Education and health services",NA,"Jun",0
"1525","Rhode Island","Education and health services","RI","Jun",7
"1526","South Carolina","Education and health services","SC","Jun",7
"1527","South Dakota","Education and health services","SD","Jun",1
"1528","Tennessee","Education and health services","TN","Jun",14
"1529","Texas","Education and health services","TX","Jun",17
"1530","Utah","Education and health services","UT","Jun",3
"1531","Vermont","Education and health services","VT","Jun",5
"1532","Virgin Islands","Education and health services",NA,"Jun",0
"1533","Virginia","Education and health services","VA","Jun",9
"1534","Washington","Education and health services","WA","Jun",19
"1535","West Virginia","Education and health services","WV","Jun",4
"1536","Wisconsin","Education and health services","WI","Jun",13
"1537","Wyoming","Education and health services","WY","Jun",0
"1538","Alabama","Education and health services","AL","Jul",-1
"1539","Alaska","Education and health services","AK","Jul",0
"1540","Arizona","Education and health services","AZ","Jul",1
"1541","Arkansas","Education and health services","AR","Jul",2
"1542","California","Education and health services","CA","Jul",19
"1543","Colorado","Education and health services","CO","Jul",7
"1544","Connecticut","Education and health services","CT","Jul",-3
"1545","Delaware","Education and health services","DE","Jul",1
"1546","District of Columbia","Education and health services","DC","Jul",1
"1547","Florida","Education and health services","FL","Jul",14
"1548","Georgia","Education and health services","GA","Jul",10
"1549","Hawaii","Education and health services","HI","Jul",1
"1550","Idaho","Education and health services","ID","Jul",2
"1551","Illinois","Education and health services","IL","Jul",14
"1552","Indiana","Education and health services","IN","Jul",4
"1553","Iowa","Education and health services","IA","Jul",4
"1554","Kansas","Education and health services","KS","Jul",4
"1555","Kentucky","Education and health services","KY","Jul",9
"1556","Louisiana","Education and health services","LA","Jul",2
"1557","Maine","Education and health services","ME","Jul",1
"1558","Maryland","Education and health services","MD","Jul",1
"1559","Massachusetts","Education and health services","MA","Jul",6
"1560","Michigan","Education and health services","MI","Jul",3
"1561","Minnesota","Education and health services","MN","Jul",-3
"1562","Mississippi","Education and health services","MS","Jul",0
"1563","Missouri","Education and health services","MO","Jul",5
"1564","Montana","Education and health services","MT","Jul",0
"1565","Nebraska","Education and health services","NE","Jul",3
"1566","Nevada","Education and health services","NV","Jul",7
"1567","New Hampshire","Education and health services","NH","Jul",0
"1568","New Jersey","Education and health services","NJ","Jul",13
"1569","New Mexico","Education and health services","NM","Jul",0
"1570","New York","Education and health services","NY","Jul",35
"1571","North Carolina","Education and health services","NC","Jul",-2
"1572","North Dakota","Education and health services","ND","Jul",0
"1573","Ohio","Education and health services","OH","Jul",17
"1574","Oklahoma","Education and health services","OK","Jul",3
"1575","Oregon","Education and health services","OR","Jul",3
"1576","Pennsylvania","Education and health services","PA","Jul",13
"1577","Puerto Rico","Education and health services",NA,"Jul",2
"1578","Rhode Island","Education and health services","RI","Jul",3
"1579","South Carolina","Education and health services","SC","Jul",3
"1580","South Dakota","Education and health services","SD","Jul",0
"1581","Tennessee","Education and health services","TN","Jul",-3
"1582","Texas","Education and health services","TX","Jul",17
"1583","Utah","Education and health services","UT","Jul",-7
"1584","Vermont","Education and health services","VT","Jul",-1
"1585","Virgin Islands","Education and health services",NA,"Jul",0
"1586","Virginia","Education and health services","VA","Jul",7
"1587","Washington","Education and health services","WA","Jul",14
"1588","West Virginia","Education and health services","WV","Jul",2
"1589","Wisconsin","Education and health services","WI","Jul",10
"1590","Wyoming","Education and health services","WY","Jul",0
"1591","Alabama","Leisure and hospitality","AL","Mar",-4
"1592","Alaska","Leisure and hospitality","AK","Mar",-3
"1593","Arizona","Leisure and hospitality","AZ","Mar",-12
"1594","Arkansas","Leisure and hospitality","AR","Mar",-4
"1595","California","Leisure and hospitality","CA","Mar",-95
"1596","Colorado","Leisure and hospitality","CO","Mar",-12
"1597","Connecticut","Leisure and hospitality","CT","Mar",-13
"1598","Delaware","Leisure and hospitality","DE","Mar",-3
"1599","District of Columbia","Leisure and hospitality","DC","Mar",-3
"1600","Florida","Leisure and hospitality","FL","Mar",-68
"1601","Georgia","Leisure and hospitality","GA","Mar",-15
"1602","Hawaii","Leisure and hospitality","HI","Mar",-1
"1603","Idaho","Leisure and hospitality","ID","Mar",-3
"1604","Illinois","Leisure and hospitality","IL","Mar",-28
"1605","Indiana","Leisure and hospitality","IN","Mar",-11
"1606","Iowa","Leisure and hospitality","IA","Mar",-4
"1607","Kansas","Leisure and hospitality","KS","Mar",-6
"1608","Kentucky","Leisure and hospitality","KY","Mar",-13
"1609","Louisiana","Leisure and hospitality","LA","Mar",-16
"1610","Maine","Leisure and hospitality","ME","Mar",-3
"1611","Maryland","Leisure and hospitality","MD","Mar",-17
"1612","Massachusetts","Leisure and hospitality","MA","Mar",-28
"1613","Michigan","Leisure and hospitality","MI","Mar",-18
"1614","Minnesota","Leisure and hospitality","MN","Mar",-11
"1615","Mississippi","Leisure and hospitality","MS","Mar",-3
"1616","Missouri","Leisure and hospitality","MO","Mar",-21
"1617","Montana","Leisure and hospitality","MT","Mar",-1
"1618","Nebraska","Leisure and hospitality","NE","Mar",-4
"1619","Nevada","Leisure and hospitality","NV","Mar",-16
"1620","New Hampshire","Leisure and hospitality","NH","Mar",-3
"1621","New Jersey","Leisure and hospitality","NJ","Mar",-24
"1622","New Mexico","Leisure and hospitality","NM","Mar",-2
"1623","New York","Leisure and hospitality","NY","Mar",-65
"1624","North Carolina","Leisure and hospitality","NC","Mar",-24
"1625","North Dakota","Leisure and hospitality","ND","Mar",-1
"1626","Ohio","Leisure and hospitality","OH","Mar",-34
"1627","Oklahoma","Leisure and hospitality","OK","Mar",-8
"1628","Oregon","Leisure and hospitality","OR","Mar",-9
"1629","Pennsylvania","Leisure and hospitality","PA","Mar",-31
"1630","Puerto Rico","Leisure and hospitality",NA,"Mar",0
"1631","Rhode Island","Leisure and hospitality","RI","Mar",-5
"1632","South Carolina","Leisure and hospitality","SC","Mar",-14
"1633","South Dakota","Leisure and hospitality","SD","Mar",-2
"1634","Tennessee","Leisure and hospitality","TN","Mar",-5
"1635","Texas","Leisure and hospitality","TX","Mar",-58
"1636","Utah","Leisure and hospitality","UT","Mar",-5
"1637","Vermont","Leisure and hospitality","VT","Mar",-2
"1638","Virgin Islands","Leisure and hospitality",NA,"Mar",-1
"1639","Virginia","Leisure and hospitality","VA","Mar",-21
"1640","Washington","Leisure and hospitality","WA","Mar",-19
"1641","West Virginia","Leisure and hospitality","WV","Mar",-1
"1642","Wisconsin","Leisure and hospitality","WI","Mar",-8
"1643","Wyoming","Leisure and hospitality","WY","Mar",-1
"1644","Alabama","Leisure and hospitality","AL","Apr",-84
"1645","Alaska","Leisure and hospitality","AK","Apr",-17
"1646","Arizona","Leisure and hospitality","AZ","Apr",-124
"1647","Arkansas","Leisure and hospitality","AR","Apr",-36
"1648","California","Leisure and hospitality","CA","Apr",-866
"1649","Colorado","Leisure and hospitality","CO","Apr",-148
"1650","Connecticut","Leisure and hospitality","CT","Apr",-73
"1651","Delaware","Leisure and hospitality","DE","Apr",-27
"1652","District of Columbia","Leisure and hospitality","DC","Apr",-44
"1653","Florida","Leisure and hospitality","FL","Apr",-480
"1654","Georgia","Leisure and hospitality","GA","Apr",-206
"1655","Hawaii","Leisure and hospitality","HI","Apr",-70
